,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
4756,240.0,240.0,43.0,93.0,0.462,10.0,33.0,0.303,21.0,24.0,0.875,19.0,34.0,53.0,25.0,13.0,2.0,15.0,24.0,117.0,,0.565,0.516,0.355,0.258,41.3,75.6,58.2,58.1,13.4,4.3,12.7,100.0,120.7,107.3,,,9.0,18.0,1.0,3.0,9.0,0.6,4.0,6.0,1.0,5.0,7.0,12.0,9.0,3.0,1.0,4.0,6.0,22.0,23.0,1.0,1.0,0.75,0.6,42.0,31.6,31.9,45.4,8.6,3.5,50.0,36.7,159.0,118.0,PHO,117,0,1,240.0,240.0,36.0,85.0,0.424,11.0,39.0,0.282,21.0,28.0,0.75,11.0,27.0,38.0,23.0,9.0,3.0,15.0,16.0,104.0,,0.534,0.488,0.459,0.329,24.4,58.7,41.8,63.9,9.3,5.0,13.4,100.0,107.3,120.7,,,7.0,15.0,0.833,4.0,11.0,1.0,7.0,7.0,1.0,2.0,4.0,6.0,10.0,3.0,1.0,4.0,3.0,22.0,11.0,0.911,0.917,0.917,1.167,25.5,34.8,25.2,51.2,5.8,9.6,37.5,32.3,146.0,130.0,IND,104,1,2023,2023-02-10,True
4757,240.0,240.0,36.0,85.0,0.424,11.0,39.0,0.282,21.0,28.0,0.75,11.0,27.0,38.0,23.0,9.0,3.0,15.0,16.0,104.0,,0.534,0.488,0.459,0.329,24.4,58.7,41.8,63.9,9.3,5.0,13.4,100.0,107.3,120.7,,,7.0,15.0,0.833,4.0,11.0,1.0,7.0,7.0,1.0,2.0,4.0,6.0,10.0,3.0,1.0,4.0,3.0,22.0,11.0,0.911,0.917,0.917,1.167,25.5,34.8,25.2,51.2,5.8,9.6,37.5,32.3,146.0,130.0,IND,104,1,0,240.0,240.0,43.0,93.0,0.462,10.0,33.0,0.303,21.0,24.0,0.875,19.0,34.0,53.0,25.0,13.0,2.0,15.0,24.0,117.0,,0.565,0.516,0.355,0.258,41.3,75.6,58.2,58.1,13.4,4.3,12.7,100.0,120.7,107.3,,,9.0,18.0,1.0,3.0,9.0,0.6,4.0,6.0,1.0,5.0,7.0,12.0,9.0,3.0,1.0,4.0,6.0,22.0,23.0,1.0,1.0,0.75,0.6,42.0,31.6,31.9,45.4,8.6,3.5,50.0,36.7,159.0,118.0,PHO,117,0,2023,2023-02-10,False
4758,240.0,240.0,43.0,81.0,0.531,15.0,35.0,0.429,11.0,17.0,0.647,8.0,34.0,42.0,22.0,4.0,3.0,20.0,25.0,112.0,,0.633,0.623,0.432,0.21,21.6,73.9,50.6,51.2,4.1,6.4,18.4,100.0,114.2,120.4,,,12.0,20.0,0.769,5.0,9.0,1.0,3.0,4.0,1.0,3.0,12.0,12.0,8.0,2.0,1.0,7.0,5.0,31.0,4.0,0.868,0.846,1.0,1.0,26.9,47.6,30.7,37.1,2.6,8.1,60.0,34.0,164.0,128.0,DET,112,0,1,240.0,240.0,41.0,88.0,0.466,16.0,41.0,0.39,20.0,28.0,0.714,12.0,29.0,41.0,25.0,8.0,3.0,11.0,17.0,118.0,,0.588,0.557,0.466,0.318,26.1,78.4,49.4,61.0,8.2,6.5,9.9,100.0,120.4,114.2,,,13.0,24.0,1.0,7.0,12.0,0.583,9.0,10.0,1.0,6.0,8.0,10.0,8.0,2.0,1.0,3.0,3.0,42.0,11.0,1.0,1.0,1.0,1.333,20.2,28.3,16.8,38.8,6.0,4.6,66.7,31.7,157.0,120.0,NYK,118,1,2024,2023-11-30,False
4759,240.0,240.0,41.0,88.0,0.466,16.0,41.0,0.39,20.0,28.0,0.714,12.0,29.0,41.0,25.0,8.0,3.0,11.0,17.0,118.0,,0.588,0.557,0.466,0.318,26.1,78.4,49.4,61.0,8.2,6.5,9.9,100.0,120.4,114.2,,,13.0,24.0,1.0,7.0,12.0,0.583,9.0,10.0,1.0,6.0,8.0,10.0,8.0,2.0,1.0,3.0,3.0,42.0,11.0,1.0,1.0,1.0,1.333,20.2,28.3,16.8,38.8,6.0,4.6,66.7,31.7,157.0,120.0,NYK,118,1,0,240.0,240.0,43.0,81.0,0.531,15.0,35.0,0.429,11.0,17.0,0.647,8.0,34.0,42.0,22.0,4.0,3.0,20.0,25.0,112.0,,0.633,0.623,0.432,0.21,21.6,73.9,50.6,51.2,4.1,6.4,18.4,100.0,114.2,120.4,,,12.0,20.0,0.769,5.0,9.0,1.0,3.0,4.0,1.0,3.0,12.0,12.0,8.0,2.0,1.0,7.0,5.0,31.0,4.0,0.868,0.846,1.0,1.0,26.9,47.6,30.7,37.1,2.6,8.1,60.0,34.0,164.0,128.0,DET,112,0,2024,2023-11-30,True
4760,240.0,240.0,33.0,84.0,0.393,12.0,35.0,0.343,17.0,25.0,0.68,11.0,28.0,39.0,19.0,5.0,8.0,15.0,21.0,95.0,,0.5,0.464,0.417,0.298,23.4,63.6,42.9,57.6,5.4,14.8,13.6,100.0,102.0,125.6,,,7.0,19.0,0.6,3.0,8.0,0.75,6.0,10.0,1.0,5.0,6.0,11.0,9.0,2.0,5.0,5.0,4.0,20.0,0.0,0.75,0.75,1.0,0.667,23.0,41.7,21.4,40.8,2.8,16.4,40.0,30.4,140.0,137.0,DAL,95,0,1,240.0,240.0,40.0,89.0,0.449,16.0,35.0,0.457,21.0,28.0,0.75,16.0,36.0,52.0,29.0,8.0,8.0,9.0,18.0,117.0,,0.577,0.539,0.393,0.315,36.4,76.6,57.1,72.5,8.6,16.3,8.2,100.0,125.6,102.0,,,8.0,19.0,1.0,3.0,5.0,0.75,11.0,13.0,1.0,4.0,8.0,9.0,9.0,2.0,3.0,3.0,5.0,29.0,21.0,1.0,1.0,1.0,0.684,17.1,49.0,28.5,69.9,4.0,9.4,23.3,31.5,200.0,113.0,OKC,117,1,2024,2024-05-07,False
4761,240.0,240.0,40.0,89.0,0.449,16.0,35.0,0.457,21.0,28.0,0.75,16.0,36.0,52.0,29.0,8.0,8.0,9.0,18.0,117.0,,0.577,0.539,0.393,0.315,36.4,76.6,57.1,72.5,8.6,16.3,8.2,100.0,125.6,102.0,,,8.0,19.0,1.0,3.0,5.0,0.75,11.0,13.0,1.0,4.0,8.0,9.0,9.0,2.0,3.0,3.0,5.0,29.0,21.0,1.0,1.0,1.0,0.684,17.1,49.0,28.5,69.9,4.0,9.4,23.3,31.5,200.0,113.0,OKC,117,1,0,240.0,240.0,33.0,84.0,0.393,12.0,35.0,0.343,17.0,25.0,0.68,11.0,28.0,39.0,19.0,5.0,8.0,15.0,21.0,95.0,,0.5,0.464,0.417,0.298,23.4,63.6,42.9,57.6,5.4,14.8,13.6,100.0,102.0,125.6,,,7.0,19.0,0.6,3.0,8.0,0.75,6.0,10.0,1.0,5.0,6.0,11.0,9.0,2.0,5.0,5.0,4.0,20.0,0.0,0.75,0.75,1.0,0.667,23.0,41.7,21.4,40.8,2.8,16.4,40.0,30.4,140.0,137.0,DAL,95,0,2024,2024-05-07,True
4762,240.0,240.0,38.0,80.0,0.475,12.0,32.0,0.375,20.0,28.0,0.714,9.0,30.0,39.0,27.0,8.0,4.0,14.0,18.0,108.0,,0.585,0.55,0.4,0.35,22.5,68.2,46.4,71.1,8.6,7.5,13.2,100.0,115.6,110.3,,,8.0,18.0,0.714,4.0,9.0,0.8,8.0,11.0,1.0,4.0,9.0,9.0,11.0,2.0,1.0,5.0,4.0,23.0,12.0,1.0,1.0,0.75,1.0,17.1,31.5,16.5,47.7,7.4,3.7,33.3,31.0,175.0,117.0,CLE,108,0,1,240.0,240.0,42.0,91.0,0.462,9.0,38.0,0.237,10.0,16.0,0.625,14.0,31.0,45.0,28.0,8.0,3.0,11.0,24.0,103.0,,0.525,0.511,0.418,0.176,31.8,77.5,53.6,66.7,8.6,6.3,10.1,100.0,110.3,115.6,,,9.0,18.0,0.667,2.0,9.0,0.5,5.0,6.0,1.0,4.0,8.0,12.0,12.0,2.0,1.0,3.0,5.0,19.0,8.0,0.776,0.75,0.833,0.667,22.7,42.5,23.8,49.1,4.8,5.2,25.0,30.0,168.0,122.0,IND,103,1,2024,2024-03-18,True
4763,240.0,240.0,42.0,91.0,0.462,9.0,38.0,0.237,10.0,16.0,0.625,14.0,31.0,45.0,28.0,8.0,3.0,11.0,24.0,103.0,,0.525,0.511,0.418,0.176,31.8,77.5,53.6,66.7,8.6,6.3,10.1,100.0,110.3,115.6,,,9.0,18.0,0.667,2.0,9.0,0.5,5.0,6.0,1.0,4.0,8.0,12.0,12.0,2.0,1.0,3.0,5.0,19.0,8.0,0.776,0.75,0.833,0.667,22.7,42.5,23.8,49.1,4.8,5.2,25.0,30.0,168.0,122.0,IND,103,1,0,240.0,240.0,38.0,80.0,0.475,12.0,32.0,0.375,20.0,28.0,0.714,9.0,30.0,39.0,27.0,8.0,4.0,14.0,18.0,108.0,,0.585,0.55,0.4,0.35,22.5,68.2,46.4,71.1,8.6,7.5,13.2,100.0,115.6,110.3,,,8.0,18.0,0.714,4.0,9.0,0.8,8.0,11.0,1.0,4.0,9.0,9.0,11.0,2.0,1.0,5.0,4.0,23.0,12.0,1.0,1.0,0.75,1.0,17.1,31.5,16.5,47.7,7.4,3.7,33.3,31.0,175.0,117.0,CLE,108,0,2024,2024-03-18,False
4764,240.0,240.0,38.0,78.0,0.487,8.0,23.0,0.348,27.0,33.0,0.818,5.0,41.0,46.0,20.0,5.0,10.0,12.0,21.0,111.0,,0.6,0.538,0.295,0.423,13.2,75.9,50.0,52.6,5.1,19.2,11.5,100.0,113.8,99.5,,,8.0,15.0,0.778,4.0,6.0,0.667,7.0,9.0,1.0,2.0,7.0,8.0,8.0,2.0,6.0,4.0,4.0,20.0,24.0,0.86,0.833,0.75,1.333,23.4,24.5,16.4,44.7,4.6,17.8,33.3,30.4,163.0,111.0,IND,111,0,1,240.0,240.0,33.0,88.0,0.375,9.0,36.0,0.25,22.0,29.0,0.759,13.0,33.0,46.0,18.0,7.0,3.0,12.0,27.0,97.0,,0.481,0.426,0.409,0.33,24.1,86.8,50.0,54.5,7.2,5.5,10.6,100.0,99.5,113.8,,,6.0,20.0,0.8,3.0,8.0,0.75,7.0,8.0,1.0,6.0,9.0,15.0,5.0,2.0,2.0,3.0,3.0,19.0,6.0,1.1,1.1,0.8,0.833,19.3,41.1,28.3,25.3,4.4,9.2,40.0,29.8,168.0,120.0,ORL,97,1,2024,2024-03-10,True
4765,240.0,240.0,33.0,88.0,0.375,9.0,36.0,0.25,22.0,29.0,0.759,13.0,33.0,46.0,18.0,7.0,3.0,12.0,27.0,97.0,,0.481,0.426,0.409,0.33,24.1,86.8,50.0,54.5,7.2,5.5,10.6,100.0,99.5,113.8,,,6.0,20.0,0.8,3.0,8.0,0.75,7.0,8.0,1.0,6.0,9.0,15.0,5.0,2.0,2.0,3.0,3.0,19.0,6.0,1.1,1.1,0.8,0.833,19.3,41.1,28.3,25.3,4.4,9.2,40.0,29.8,168.0,120.0,ORL,97,1,0,240.0,240.0,38.0,78.0,0.487,8.0,23.0,0.348,27.0,33.0,0.818,5.0,41.0,46.0,20.0,5.0,10.0,12.0,21.0,111.0,,0.6,0.538,0.295,0.423,13.2,75.9,50.0,52.6,5.1,19.2,11.5,100.0,113.8,99.5,,,8.0,15.0,0.778,4.0,6.0,0.667,7.0,9.0,1.0,2.0,7.0,8.0,8.0,2.0,6.0,4.0,4.0,20.0,24.0,0.86,0.833,0.75,1.333,23.4,24.5,16.4,44.7,4.6,17.8,33.3,30.4,163.0,111.0,IND,111,0,2024,2024-03-10,False
4766,240.0,240.0,39.0,84.0,0.464,15.0,41.0,0.366,15.0,25.0,0.6,7.0,25.0,32.0,27.0,8.0,3.0,11.0,21.0,108.0,,0.568,0.554,0.488,0.298,14.9,67.6,38.1,69.2,8.1,6.7,10.4,100.0,109.9,125.2,,,11.0,20.0,0.75,4.0,8.0,0.667,11.0,15.0,1.0,2.0,6.0,7.0,13.0,3.0,2.0,5.0,5.0,33.0,11.0,1.0,1.0,1.0,1.0,25.0,29.8,16.7,61.4,5.3,5.7,36.2,77.6,187.0,135.0,MIL,108,0,1,240.0,240.0,43.0,89.0,0.483,17.0,44.0,0.386,20.0,24.0,0.833,12.0,40.0,52.0,31.0,3.0,3.0,16.0,24.0,123.0,,0.618,0.579,0.494,0.27,32.4,85.1,61.9,72.1,3.1,7.0,13.8,100.0,125.2,109.9,,,8.0,15.0,0.667,5.0,10.0,0.556,6.0,7.0,1.0,3.0,10.0,10.0,6.0,1.0,3.0,4.0,4.0,21.0,24.0,0.799,0.75,1.0,0.8,16.1,41.2,23.6,35.0,2.0,12.5,20.8,32.5,168.0,115.0,UTA,123,1,2024,2024-02-04,False
4767,240.0,240.0,43.0,89.0,0.483,17.0,44.0,0.386,20.0,24.0,0.833,12.0,40.0,52.0,31.0,3.0,3.0,16.0,24.0,123.0,,0.618,0.579,0.494,0.27,32.4,85.1,61.9,72.1,3.1,7.0,13.8,100.0,125.2,109.9,,,8.0,15.0,0.667,5.0,10.0,0.556,6.0,7.0,1.0,3.0,10.0,10.0,6.0,1.0,3.0,4.0,4.0,21.0,24.0,0.799,0.75,1.0,0.8,16.1,41.2,23.6,35.0,2.0,12.5,20.8,32.5,168.0,115.0,UTA,123,1,0,240.0,240.0,39.0,84.0,0.464,15.0,41.0,0.366,15.0,25.0,0.6,7.0,25.0,32.0,27.0,8.0,3.0,11.0,21.0,108.0,,0.568,0.554,0.488,0.298,14.9,67.6,38.1,69.2,8.1,6.7,10.4,100.0,109.9,125.2,,,11.0,20.0,0.75,4.0,8.0,0.667,11.0,15.0,1.0,2.0,6.0,7.0,13.0,3.0,2.0,5.0,5.0,33.0,11.0,1.0,1.0,1.0,1.0,25.0,29.8,16.7,61.4,5.3,5.7,36.2,77.6,187.0,135.0,MIL,108,0,2024,2024-02-04,True
4768,240.0,240.0,33.0,76.0,0.434,9.0,39.0,0.231,18.0,26.0,0.692,5.0,31.0,36.0,27.0,5.0,6.0,15.0,17.0,93.0,,0.532,0.493,0.513,0.342,12.5,73.8,43.9,81.8,5.3,9.2,14.6,100.0,97.8,118.8,,,9.0,20.0,1.0,2.0,8.0,0.333,5.0,7.0,1.0,2.0,9.0,11.0,6.0,2.0,2.0,4.0,5.0,21.0,7.0,1.0,1.0,1.0,1.667,6.6,35.4,18.2,40.2,3.4,22.6,100.0,31.7,205.0,127.0,BOS,93,0,1,240.0,240.0,44.0,90.0,0.489,10.0,25.0,0.4,15.0,21.0,0.714,11.0,35.0,46.0,18.0,10.0,2.0,9.0,26.0,113.0,,0.569,0.544,0.278,0.233,26.2,87.5,56.1,40.9,10.5,5.4,8.3,100.0,118.8,97.8,,,10.0,22.0,1.0,2.0,5.0,1.0,8.0,9.0,1.0,5.0,9.0,9.0,6.0,2.0,1.0,2.0,5.0,26.0,24.0,1.215,1.25,0.556,4.0,70.0,66.4,53.8,35.8,14.0,7.6,26.6,40.7,178.0,106.0,LAC,113,1,2023,2022-12-12,False
4769,240.0,240.0,44.0,90.0,0.489,10.0,25.0,0.4,15.0,21.0,0.714,11.0,35.0,46.0,18.0,10.0,2.0,9.0,26.0,113.0,,0.569,0.544,0.278,0.233,26.2,87.5,56.1,40.9,10.5,5.4,8.3,100.0,118.8,97.8,,,10.0,22.0,1.0,2.0,5.0,1.0,8.0,9.0,1.0,5.0,9.0,9.0,6.0,2.0,1.0,2.0,5.0,26.0,24.0,1.215,1.25,0.556,4.0,70.0,66.4,53.8,35.8,14.0,7.6,26.6,40.7,178.0,106.0,LAC,113,1,0,240.0,240.0,33.0,76.0,0.434,9.0,39.0,0.231,18.0,26.0,0.692,5.0,31.0,36.0,27.0,5.0,6.0,15.0,17.0,93.0,,0.532,0.493,0.513,0.342,12.5,73.8,43.9,81.8,5.3,9.2,14.6,100.0,97.8,118.8,,,9.0,20.0,1.0,2.0,8.0,0.333,5.0,7.0,1.0,2.0,9.0,11.0,6.0,2.0,2.0,4.0,5.0,21.0,7.0,1.0,1.0,1.0,1.667,6.6,35.4,18.2,40.2,3.4,22.6,100.0,31.7,205.0,127.0,BOS,93,0,2023,2022-12-12,True
4770,240.0,240.0,38.0,89.0,0.427,16.0,33.0,0.485,19.0,23.0,0.826,11.0,34.0,45.0,24.0,8.0,6.0,12.0,16.0,111.0,,0.56,0.517,0.371,0.258,22.0,68.0,45.0,63.2,8.1,10.7,10.8,100.0,111.7,119.8,,,10.0,23.0,0.714,5.0,12.0,0.75,8.0,9.0,1.0,3.0,7.0,9.0,6.0,3.0,2.0,3.0,3.0,28.0,13.0,0.929,0.929,1.0,0.818,9.4,32.7,21.0,27.4,12.3,6.6,50.0,37.0,167.0,128.0,MIA,111,0,1,240.0,240.0,45.0,95.0,0.474,16.0,39.0,0.41,13.0,19.0,0.684,16.0,39.0,55.0,20.0,7.0,6.0,15.0,19.0,119.0,,0.576,0.558,0.411,0.2,32.0,78.0,55.0,44.4,7.0,10.7,12.7,100.0,119.8,111.7,,,11.0,22.0,1.0,5.0,10.0,1.0,5.0,6.0,1.0,3.0,8.0,10.0,7.0,3.0,3.0,4.0,6.0,28.0,13.0,1.5,1.5,1.0,0.4,20.5,27.3,19.5,25.8,4.8,7.1,50.0,33.5,281.0,122.0,BOS,119,1,2024,2023-10-27,False
4771,240.0,240.0,45.0,95.0,0.474,16.0,39.0,0.41,13.0,19.0,0.684,16.0,39.0,55.0,20.0,7.0,6.0,15.0,19.0,119.0,,0.576,0.558,0.411,0.2,32.0,78.0,55.0,44.4,7.0,10.7,12.7,100.0,119.8,111.7,,,11.0,22.0,1.0,5.0,10.0,1.0,5.0,6.0,1.0,3.0,8.0,10.0,7.0,3.0,3.0,4.0,6.0,28.0,13.0,1.5,1.5,1.0,0.4,20.5,27.3,19.5,25.8,4.8,7.1,50.0,33.5,281.0,122.0,BOS,119,1,0,240.0,240.0,38.0,89.0,0.427,16.0,33.0,0.485,19.0,23.0,0.826,11.0,34.0,45.0,24.0,8.0,6.0,12.0,16.0,111.0,,0.56,0.517,0.371,0.258,22.0,68.0,45.0,63.2,8.1,10.7,10.8,100.0,111.7,119.8,,,10.0,23.0,0.714,5.0,12.0,0.75,8.0,9.0,1.0,3.0,7.0,9.0,6.0,3.0,2.0,3.0,3.0,28.0,13.0,0.929,0.929,1.0,0.818,9.4,32.7,21.0,27.4,12.3,6.6,50.0,37.0,167.0,128.0,MIA,111,0,2024,2023-10-27,True
4772,240.0,240.0,44.0,96.0,0.458,16.0,41.0,0.39,11.0,17.0,0.647,8.0,40.0,48.0,30.0,7.0,3.0,13.0,23.0,115.0,,0.556,0.542,0.427,0.177,18.2,81.6,51.6,68.2,6.6,6.5,11.2,100.0,108.8,127.7,,,9.0,25.0,1.0,4.0,12.0,1.0,5.0,7.0,1.0,2.0,8.0,10.0,10.0,2.0,2.0,4.0,4.0,26.0,-2.0,1.5,1.5,1.0,0.417,8.1,32.2,18.2,100.0,7.5,15.4,25.0,33.9,283.0,135.0,HOU,115,0,1,240.0,240.0,45.0,94.0,0.479,19.0,48.0,0.396,26.0,31.0,0.839,9.0,36.0,45.0,28.0,4.0,4.0,9.0,19.0,135.0,,0.627,0.58,0.511,0.33,18.4,81.8,48.4,62.2,3.8,7.3,7.7,100.0,127.7,108.8,,,9.0,18.0,1.0,4.0,11.0,1.0,7.0,9.0,1.0,2.0,12.0,14.0,9.0,1.0,2.0,4.0,4.0,25.0,17.0,1.5,1.5,1.0,0.75,12.2,34.5,19.0,52.9,25.5,43.3,22.2,30.5,300.0,116.0,SAC,135,1,2023,2023-01-11,False
4773,240.0,240.0,45.0,94.0,0.479,19.0,48.0,0.396,26.0,31.0,0.839,9.0,36.0,45.0,28.0,4.0,4.0,9.0,19.0,135.0,,0.627,0.58,0.511,0.33,18.4,81.8,48.4,62.2,3.8,7.3,7.7,100.0,127.7,108.8,,,9.0,18.0,1.0,4.0,11.0,1.0,7.0,9.0,1.0,2.0,12.0,14.0,9.0,1.0,2.0,4.0,4.0,25.0,17.0,1.5,1.5,1.0,0.75,12.2,34.5,19.0,52.9,25.5,43.3,22.2,30.5,300.0,116.0,SAC,135,1,0,240.0,240.0,44.0,96.0,0.458,16.0,41.0,0.39,11.0,17.0,0.647,8.0,40.0,48.0,30.0,7.0,3.0,13.0,23.0,115.0,,0.556,0.542,0.427,0.177,18.2,81.6,51.6,68.2,6.6,6.5,11.2,100.0,108.8,127.7,,,9.0,25.0,1.0,4.0,12.0,1.0,5.0,7.0,1.0,2.0,8.0,10.0,10.0,2.0,2.0,4.0,4.0,26.0,-2.0,1.5,1.5,1.0,0.417,8.1,32.2,18.2,100.0,7.5,15.4,25.0,33.9,283.0,135.0,HOU,115,0,2023,2023-01-11,True
4774,240.0,240.0,36.0,85.0,0.424,9.0,28.0,0.321,16.0,22.0,0.727,5.0,26.0,31.0,24.0,10.0,7.0,14.0,20.0,97.0,,0.512,0.476,0.329,0.259,11.1,74.3,38.8,66.7,9.9,13.5,12.9,100.0,96.4,110.3,,,10.0,19.0,0.667,6.0,10.0,0.6,5.0,7.0,1.0,1.0,5.0,6.0,5.0,3.0,2.0,4.0,4.0,27.0,6.0,0.833,0.833,0.667,1.0,10.1,29.7,17.3,38.5,7.9,9.6,100.0,32.1,165.0,120.0,TOR,97,0,1,240.0,240.0,42.0,80.0,0.525,9.0,28.0,0.321,18.0,22.0,0.818,9.0,40.0,49.0,30.0,7.0,7.0,21.0,21.0,111.0,,0.619,0.581,0.35,0.275,25.7,88.9,61.3,71.4,7.0,12.3,19.0,100.0,110.3,96.4,,,11.0,20.0,1.0,4.0,8.0,1.0,5.0,6.0,1.0,3.0,13.0,13.0,7.0,2.0,2.0,5.0,5.0,30.0,18.0,0.949,1.0,0.7,1.0,16.6,100.0,100.0,29.1,3.4,6.2,51.0,36.6,192.0,104.0,CHI,111,1,2023,2022-11-07,False
4775,240.0,240.0,42.0,80.0,0.525,9.0,28.0,0.321,18.0,22.0,0.818,9.0,40.0,49.0,30.0,7.0,7.0,21.0,21.0,111.0,,0.619,0.581,0.35,0.275,25.7,88.9,61.3,71.4,7.0,12.3,19.0,100.0,110.3,96.4,,,11.0,20.0,1.0,4.0,8.0,1.0,5.0,6.0,1.0,3.0,13.0,13.0,7.0,2.0,2.0,5.0,5.0,30.0,18.0,0.949,1.0,0.7,1.0,16.6,100.0,100.0,29.1,3.4,6.2,51.0,36.6,192.0,104.0,CHI,111,1,0,240.0,240.0,36.0,85.0,0.424,9.0,28.0,0.321,16.0,22.0,0.727,5.0,26.0,31.0,24.0,10.0,7.0,14.0,20.0,97.0,,0.512,0.476,0.329,0.259,11.1,74.3,38.8,66.7,9.9,13.5,12.9,100.0,96.4,110.3,,,10.0,19.0,0.667,6.0,10.0,0.6,5.0,7.0,1.0,1.0,5.0,6.0,5.0,3.0,2.0,4.0,4.0,27.0,6.0,0.833,0.833,0.667,1.0,10.1,29.7,17.3,38.5,7.9,9.6,100.0,32.1,165.0,120.0,TOR,97,0,2023,2022-11-07,True
4776,240.0,240.0,40.0,83.0,0.482,13.0,38.0,0.342,13.0,19.0,0.684,15.0,41.0,56.0,25.0,11.0,11.0,22.0,15.0,106.0,,0.58,0.56,0.458,0.229,36.6,82.0,61.5,62.5,11.5,22.4,19.4,100.0,111.0,98.5,,,9.0,21.0,0.833,4.0,11.0,0.571,5.0,6.0,0.833,7.0,13.0,20.0,5.0,4.0,4.0,6.0,3.0,24.0,13.0,0.9,0.9,0.8,0.667,19.9,29.6,25.0,69.9,6.1,16.7,100.0,35.2,156.0,108.0,NYK,106,0,1,240.0,240.0,36.0,87.0,0.414,9.0,38.0,0.237,13.0,15.0,0.867,9.0,26.0,35.0,27.0,14.0,6.0,12.0,16.0,94.0,,0.502,0.466,0.437,0.172,18.0,63.4,38.5,75.0,14.7,13.3,11.4,100.0,98.5,111.0,,,9.0,15.0,0.643,2.0,8.0,0.5,6.0,8.0,1.0,3.0,5.0,8.0,8.0,6.0,2.0,4.0,4.0,20.0,2.0,1.136,0.714,0.75,0.625,8.1,18.0,11.8,36.7,8.3,10.4,19.5,30.4,250.0,124.0,MEM,94,1,2024,2024-01-13,True
4777,240.0,240.0,36.0,87.0,0.414,9.0,38.0,0.237,13.0,15.0,0.867,9.0,26.0,35.0,27.0,14.0,6.0,12.0,16.0,94.0,,0.502,0.466,0.437,0.172,18.0,63.4,38.5,75.0,14.7,13.3,11.4,100.0,98.5,111.0,,,9.0,15.0,0.643,2.0,8.0,0.5,6.0,8.0,1.0,3.0,5.0,8.0,8.0,6.0,2.0,4.0,4.0,20.0,2.0,1.136,0.714,0.75,0.625,8.1,18.0,11.8,36.7,8.3,10.4,19.5,30.4,250.0,124.0,MEM,94,1,0,240.0,240.0,40.0,83.0,0.482,13.0,38.0,0.342,13.0,19.0,0.684,15.0,41.0,56.0,25.0,11.0,11.0,22.0,15.0,106.0,,0.58,0.56,0.458,0.229,36.6,82.0,61.5,62.5,11.5,22.4,19.4,100.0,111.0,98.5,,,9.0,21.0,0.833,4.0,11.0,0.571,5.0,6.0,0.833,7.0,13.0,20.0,5.0,4.0,4.0,6.0,3.0,24.0,13.0,0.9,0.9,0.8,0.667,19.9,29.6,25.0,69.9,6.1,16.7,100.0,35.2,156.0,108.0,NYK,106,0,2024,2024-01-13,False
